owner,name,stars,forks,watchers,isFork,isArchived,languages,languageCount,topics,topicCount,diskUsageKb,pullRequests,issues,description,primaryLanguage,createdAt,pushedAt,defaultBranchCommitCount,license,assignableUserCount,codeOfConduct,forkingAllowed,nameWithOwner,parent,contributors
square,okhttp,44370,9185,1638,False,False,"[{'name': 'Kotlin', 'size': 3059240}, {'name': 'Java', 'size': 745217}, {'name': 'Shell', 'size': 2995}]",3,"[{'name': 'java', 'stars': 147835}, {'name': 'android', 'stars': 139799}, {'name': 'kotlin', 'stars': 32059}, {'name': 'graalvm', 'stars': 18}]",4,48725,3960,3870,"Square’s meticulous HTTP client for the JVM, Android, and GraalVM.",Kotlin,2012-07-23T13:42:55Z,2023-08-14T14:45:20Z,5434.0,Apache License 2.0,48,,True,square/okhttp,,258
Textualize,rich,44329,1619,538,False,False,"[{'name': 'Python', 'size': 1370173}, {'name': 'Batchfile', 'size': 799}, {'name': 'Makefile', 'size': 307}]",3,"[{'name': 'python', 'stars': 277238}, {'name': 'python3', 'stars': 3647}, {'name': 'python-library', 'stars': 275}, {'name': 'terminal', 'stars': 42044}, {'name': 'terminal-color', 'stars': 5}, {'name': 'markdown', 'stars': 24477}, {'name': 'tables', 'stars': 4}, {'name': 'syntax-highlighting', 'stars': 61}, {'name': 'ansi-colors', 'stars': 14}, {'name': 'progress-bar-python', 'stars': 1}]",16,49269,1012,1138,Rich is a Python library for rich text and beautiful formatting in the terminal.,Python,2019-11-10T15:28:09Z,2023-08-17T13:14:01Z,3833.0,MIT License,4,Contributor Covenant,True,Textualize/rich,,227
CorentinJ,Real-Time-Voice-Cloning,44247,7925,894,False,False,"[{'name': 'Python', 'size': 252952}]",1,"[{'name': 'deep-learning', 'stars': 70567}, {'name': 'pytorch', 'stars': 1036}, {'name': 'tensorflow', 'stars': 35637}, {'name': 'tts', 'stars': 90}, {'name': 'voice-cloning', 'stars': 160}, {'name': 'python', 'stars': 277238}]",6,369676,121,1026,Clone a voice in 5 seconds to generate arbitrary speech in real-time,Python,2019-05-26T08:56:15Z,2023-07-08T14:50:44Z,296.0,Other,2,,True,CorentinJ/Real-Time-Voice-Cloning,,15
traefik,traefik,44246,4691,680,False,False,"[{'name': 'Go', 'size': 3719922}, {'name': 'Vue', 'size': 182673}, {'name': 'JavaScript', 'size': 84737}, {'name': 'Shell', 'size': 10963}, {'name': 'Makefile', 'size': 7174}, {'name': 'SCSS', 'size': 6743}, {'name': 'Dockerfile', 'size': 4091}, {'name': 'HTML', 'size': 1480}, {'name': 'Stylus', 'size': 665}]",9,"[{'name': 'microservice', 'stars': 248}, {'name': 'docker', 'stars': 74043}, {'name': 'marathon', 'stars': 1}, {'name': 'mesos', 'stars': 8}, {'name': 'consul', 'stars': 29}, {'name': 'etcd', 'stars': 28}, {'name': 'kubernetes', 'stars': 37442}, {'name': 'load-balancer', 'stars': 39}, {'name': 'reverse-proxy', 'stars': 99}, {'name': 'zookeeper', 'stars': 37}]",13,120569,4528,5499,The Cloud Native Application Proxy,Go,2015-09-13T19:04:02Z,2023-08-17T13:40:05Z,4773.0,MIT License,18,Contributor Covenant,True,traefik/traefik,,414
etcd-io,etcd,44238,9523,1341,False,False,"[{'name': 'Go', 'size': 5004309}, {'name': 'Shell', 'size': 105460}, {'name': 'Jsonnet', 'size': 48180}, {'name': 'Makefile', 'size': 11376}, {'name': 'Procfile', 'size': 8727}, {'name': 'Python', 'size': 7582}, {'name': 'Dockerfile', 'size': 1498}]",7,"[{'name': 'etcd', 'stars': 28}, {'name': 'raft', 'stars': 80}, {'name': 'distributed-systems', 'stars': 345}, {'name': 'kubernetes', 'stars': 37442}, {'name': 'go', 'stars': 58453}, {'name': 'database', 'stars': 82137}, {'name': 'key-value', 'stars': 44}, {'name': 'consensus', 'stars': 31}, {'name': 'distributed-database', 'stars': 140}, {'name': 'cncf', 'stars': 200}]",10,76700,9897,6299,Distributed reliable key-value store for the most critical data of a distributed system,Go,2013-07-06T21:57:21Z,2023-08-18T08:56:29Z,20109.0,Apache License 2.0,14,Other,True,etcd-io/etcd,,377
xtekky,gpt4free,44097,11363,420,False,False,"[{'name': 'Python', 'size': 100053}]",1,"[{'name': 'chatgpt', 'stars': 5625}, {'name': 'chatgpt-4', 'stars': 15}, {'name': 'chatgpt4', 'stars': 47}, {'name': 'gpt', 'stars': 153}, {'name': 'gpt-3', 'stars': 136}, {'name': 'gpt-4', 'stars': 235}, {'name': 'gpt3', 'stars': 48}, {'name': 'gpt4', 'stars': 42}, {'name': 'gpt4-api', 'stars': 13}, {'name': 'openai', 'stars': 328}]",20,159173,250,514,The official gpt4free repository | various collection of powerful language models,Python,2023-03-29T17:00:43Z,2023-08-18T08:34:44Z,689.0,GNU General Public License v3.0,1,Contributor Covenant,True,xtekky/gpt4free,,203
algorithm-visualizer,algorithm-visualizer,43994,7035,1246,False,False,"[{'name': 'JavaScript', 'size': 92424}, {'name': 'SCSS', 'size': 14341}, {'name': 'HTML', 'size': 1286}, {'name': 'Java', 'size': 1144}, {'name': 'C++', 'size': 973}]",5,"[{'name': 'algorithm', 'stars': 100617}, {'name': 'data-structure', 'stars': 63}, {'name': 'visualization', 'stars': 351}, {'name': 'animation', 'stars': 340}]",4,21541,250,106,:fireworks:Interactive Online Platform that Visualizes Algorithms from Code,JavaScript,2016-05-15T00:27:45Z,2023-05-02T11:28:15Z,667.0,MIT License,5,Contributor Covenant,True,algorithm-visualizer/algorithm-visualizer,,25
iamkun,dayjs,43848,2221,281,False,False,"[{'name': 'JavaScript', 'size': 577849}]",1,"[{'name': 'time', 'stars': 10}, {'name': 'date', 'stars': 12}, {'name': 'date-formatting', 'stars': 2}, {'name': 'datetime', 'stars': 7}, {'name': 'moment', 'stars': 1}, {'name': 'dayjs', 'stars': 0}]",6,6017,986,1422,⏰ Day.js 2kB immutable date-time library alternative to Moment.js with the same modern API,JavaScript,2018-04-10T09:26:44Z,2023-08-18T01:34:01Z,1486.0,MIT License,3,,True,iamkun/dayjs,,322
TryGhost,Ghost,43786,9640,1041,False,False,"[{'name': 'JavaScript', 'size': 12077393}, {'name': 'Handlebars', 'size': 1586172}, {'name': 'CSS', 'size': 1245547}, {'name': 'TypeScript', 'size': 1142363}, {'name': 'HTML', 'size': 190088}, {'name': 'MDX', 'size': 8557}, {'name': 'XSLT', 'size': 6522}]",7,"[{'name': 'journalism', 'stars': 61}, {'name': 'publishing', 'stars': 5990}, {'name': 'blogging', 'stars': 48}, {'name': 'javascript', 'stars': 163762}, {'name': 'web-application', 'stars': 162}, {'name': 'cms', 'stars': 370}, {'name': 'nodejs', 'stars': 74528}, {'name': 'ember', 'stars': 6276}, {'name': 'ghost', 'stars': 31}, {'name': 'headless-cms', 'stars': 160}]",13,246324,11016,6642,"Turn your audience into a business. Publishing, memberships, subscriptions and newsletters.",JavaScript,2013-05-04T11:09:13Z,2023-08-18T09:00:17Z,36133.0,MIT License,33,,True,TryGhost/Ghost,,378
vsouza,awesome-ios,43641,6843,1828,False,False,"[{'name': 'Swift', 'size': 44}]",1,"[{'name': 'awesome', 'stars': 68077}, {'name': 'swift-library', 'stars': 32}, {'name': 'swift-extensions', 'stars': 15}, {'name': 'swift-framework', 'stars': 24}, {'name': 'ios-animation', 'stars': 16}, {'name': 'ios', 'stars': 40513}, {'name': 'swift-language', 'stars': 11}, {'name': 'apple-swift', 'stars': 7}, {'name': 'swift-programming', 'stars': 10}, {'name': 'objective-c', 'stars': 9437}]",13,13431,2661,465,"A curated list of awesome iOS ecosystem, including Objective-C and Swift Projects ",Swift,2014-07-10T16:03:45Z,2023-08-03T14:55:02Z,6346.0,MIT License,2,Other,True,vsouza/awesome-ios,,392
mastodon,mastodon,43635,6489,703,False,False,"[{'name': 'Ruby', 'size': 3776201}, {'name': 'JavaScript', 'size': 1478561}, {'name': 'SCSS', 'size': 421349}, {'name': 'Haml', 'size': 308465}, {'name': 'TypeScript', 'size': 78010}, {'name': 'HTML', 'size': 10614}, {'name': 'Dockerfile', 'size': 4162}, {'name': 'Shell', 'size': 2798}, {'name': 'Procfile', 'size': 452}, {'name': 'Procfile', 'size': 452}]",11,"[{'name': 'mastodon', 'stars': 6721}, {'name': 'docker', 'stars': 74043}, {'name': 'microblog', 'stars': 25}, {'name': 'activity-stream', 'stars': 13}, {'name': 'webfinger', 'stars': 5}, {'name': 'social-network', 'stars': 113}, {'name': 'activitypub', 'stars': 288}]",7,218584,14942,9861,"Your self-hosted, globally interconnected microblogging community",Ruby,2016-02-22T15:01:25Z,2023-08-18T08:35:45Z,14154.0,GNU Affero General Public License v3.0,13,Contributor Covenant,True,mastodon/mastodon,,407
meteor,meteor,43625,5287,1582,False,False,"[{'name': 'JavaScript', 'size': 7707942}, {'name': 'TypeScript', 'size': 244827}, {'name': 'Shell', 'size': 81326}, {'name': 'Java', 'size': 72855}, {'name': 'Swift', 'size': 72728}, {'name': 'PowerShell', 'size': 50420}, {'name': 'HTML', 'size': 38168}, {'name': 'CoffeeScript', 'size': 30914}, {'name': 'Objective-C', 'size': 19579}, {'name': 'CSS', 'size': 16606}]",16,"[{'name': 'javascript', 'stars': 163762}, {'name': 'meteor', 'stars': 14}, {'name': 'mongodb', 'stars': 32383}, {'name': 'build-system', 'stars': 27}, {'name': 'npm', 'stars': 27233}, {'name': 'framework', 'stars': 31818}, {'name': 'zero-configuration', 'stars': 40}, {'name': 'reactive-programming', 'stars': 40}, {'name': 'nodejs', 'stars': 74528}, {'name': 'realtime', 'stars': 59}]",12,121885,3605,8902,"Meteor, the JavaScript App Platform",JavaScript,2012-01-19T01:58:17Z,2023-08-18T06:46:32Z,33930.0,Other,12,Other,True,meteor/meteor,,365
mozilla,pdf.js,43510,9509,1107,False,False,"[{'name': 'JavaScript', 'size': 5090976}, {'name': 'CSS', 'size': 83652}, {'name': 'HTML', 'size': 54255}, {'name': 'TypeScript', 'size': 660}]",4,[],0,134554,7659,9125,PDF Reader in JavaScript,JavaScript,2011-04-26T06:32:03Z,2023-08-17T10:15:04Z,17733.0,Apache License 2.0,12,Other,True,mozilla/pdf.js,,372
ethereum,go-ethereum,43359,18287,2215,False,False,"[{'name': 'Go', 'size': 11826207}, {'name': 'C', 'size': 673771}, {'name': 'JavaScript', 'size': 442163}, {'name': 'Assembly', 'size': 94897}, {'name': 'Java', 'size': 30290}, {'name': 'Sage', 'size': 30192}, {'name': 'Shell', 'size': 28464}, {'name': 'M4', 'size': 25931}, {'name': 'NSIS', 'size': 23196}, {'name': 'HTML', 'size': 12397}]",14,"[{'name': 'go', 'stars': 58453}, {'name': 'blockchain', 'stars': 6328}, {'name': 'ethereum', 'stars': 29566}, {'name': 'p2p', 'stars': 11957}, {'name': 'geth', 'stars': 11}]",5,206875,9070,7439,Official Go implementation of the Ethereum protocol,Go,2013-12-26T13:05:46Z,2023-08-18T08:25:46Z,14416.0,GNU Lesser General Public License v3.0,22,,True,ethereum/go-ethereum,,431
pi-hole,pi-hole,43135,2525,702,False,False,"[{'name': 'Shell', 'size': 365840}, {'name': 'Python', 'size': 53617}, {'name': 'Roff', 'size': 11103}, {'name': 'Dockerfile', 'size': 5829}]",4,"[{'name': 'pi-hole', 'stars': 60}, {'name': 'ad-blocker', 'stars': 46}, {'name': 'shell', 'stars': 22608}, {'name': 'blocker', 'stars': 30}, {'name': 'raspberry-pi', 'stars': 44924}, {'name': 'cloud', 'stars': 432}, {'name': 'dnsmasq', 'stars': 27}, {'name': 'dhcp', 'stars': 16}, {'name': 'dhcp-server', 'stars': 9}, {'name': 'dns-server', 'stars': 54}]",12,7532,2309,2724,A black hole for Internet advertisements,Shell,2014-06-08T15:02:55Z,2023-08-13T20:26:51Z,5756.0,Other,9,Other,True,pi-hole/pi-hole,,204
oven-sh,bun,43134,1200,569,False,False,"[{'name': 'Zig', 'size': 12659471}, {'name': 'C++', 'size': 8589109}, {'name': 'TypeScript', 'size': 3267123}, {'name': 'JavaScript', 'size': 2704960}, {'name': 'C', 'size': 280695}, {'name': 'Makefile', 'size': 78430}, {'name': 'HTML', 'size': 74042}, {'name': 'Shell', 'size': 68741}, {'name': 'Objective-C', 'size': 33969}, {'name': 'Dockerfile', 'size': 21808}]",16,"[{'name': 'bun', 'stars': 23}, {'name': 'bundler', 'stars': 14}, {'name': 'javascript', 'stars': 163762}, {'name': 'javascriptcore', 'stars': 2}, {'name': 'jsx', 'stars': 42}, {'name': 'nodejs', 'stars': 74528}, {'name': 'npm', 'stars': 27233}, {'name': 'react', 'stars': 95607}, {'name': 'transpiler', 'stars': 50}, {'name': 'typescript', 'stars': 39384}]",12,67932,1643,2337,"Incredibly fast JavaScript runtime, bundler, test runner, and package manager – all in one",Zig,2021-04-14T00:48:17Z,2023-08-18T08:31:17Z,7172.0,,13,Other,True,oven-sh/bun,,460
openai,whisper,43048,4924,373,False,False,"[{'name': 'Python', 'size': 146746}]",1,[],0,8395,170,0,Robust Speech Recognition via Large-Scale Weak Supervision,Python,2022-09-16T20:02:54Z,2023-08-16T21:48:17Z,118.0,MIT License,1,,True,openai/whisper,,65
android,architecture-samples,43044,11566,2399,False,False,"[{'name': 'Kotlin', 'size': 224468}]",1,"[{'name': 'android-architecture', 'stars': 38}, {'name': 'android', 'stars': 139799}, {'name': 'samples', 'stars': 25}]",3,13312,467,464,A collection of samples to discuss and showcase different architectural tools and patterns for Android apps.,Kotlin,2016-02-05T13:42:07Z,2023-08-17T10:13:58Z,807.0,Apache License 2.0,24,,True,android/architecture-samples,,57
v2ray,v2ray-core,42979,8759,1377,False,False,"[{'name': 'Go', 'size': 1480524}, {'name': 'Starlark', 'size': 19138}, {'name': 'Shell', 'size': 17345}, {'name': 'Dockerfile', 'size': 841}, {'name': 'Assembly', 'size': 752}]",5,"[{'name': 'v2ray', 'stars': 304}, {'name': 'shadowsocks', 'stars': 297}, {'name': 'golang', 'stars': 1856}, {'name': 'proxy', 'stars': 196}, {'name': 'socks', 'stars': 32}, {'name': 'socks5', 'stars': 71}, {'name': 'http-proxy', 'stars': 39}, {'name': 'vmess', 'stars': 77}]",8,55242,560,2535,A platform for building proxies to bypass network restrictions.,Go,2015-09-04T11:42:53Z,2023-08-07T03:53:50Z,5389.0,MIT License,7,Contributor Covenant,True,v2ray/v2ray-core,,83
JuliaLang,julia,42964,5256,937,False,False,"[{'name': 'Julia', 'size': 12548333}, {'name': 'C', 'size': 3016853}, {'name': 'C++', 'size': 1977830}, {'name': 'Scheme', 'size': 502503}, {'name': 'LLVM', 'size': 205793}, {'name': 'Makefile', 'size': 197909}, {'name': 'Clojure', 'size': 34978}, {'name': 'Shell', 'size': 31128}, {'name': 'Objective-C', 'size': 25812}, {'name': 'PHP', 'size': 21804}]",19,"[{'name': 'julia-language', 'stars': 34}, {'name': 'julia', 'stars': 10860}, {'name': 'scientific', 'stars': 19}, {'name': 'hpc', 'stars': 71}, {'name': 'numerical', 'stars': 19}, {'name': 'machine-learning', 'stars': 72587}, {'name': 'programming-language', 'stars': 335}, {'name': 'science', 'stars': 449}, {'name': 'hacktoberfest', 'stars': 26059}]",9,271238,27105,23488,The Julia Programming Language,Julia,2011-04-21T07:01:50Z,2023-08-18T08:52:11Z,55051.0,MIT License,95,Other,True,JuliaLang/julia,,395
aymericdamien,TensorFlow-Examples,42897,15143,2064,False,False,"[{'name': 'Jupyter Notebook', 'size': 9651010}, {'name': 'Python', 'size': 136437}]",2,"[{'name': 'tensorflow', 'stars': 35637}, {'name': 'tutorial', 'stars': 257}, {'name': 'examples', 'stars': 45}, {'name': 'deep-learning', 'stars': 70567}, {'name': 'python', 'stars': 277238}, {'name': 'machine-learning', 'stars': 72587}]",6,10242,168,231,TensorFlow Tutorial and Examples for Beginners (support TF v1 & v2),Jupyter Notebook,2015-11-11T14:21:19Z,2022-10-20T21:18:23Z,250.0,Other,1,,True,aymericdamien/TensorFlow-Examples,,60
ColorlibHQ,AdminLTE,42835,18176,1996,False,False,"[{'name': 'Astro', 'size': 317982}, {'name': 'SCSS', 'size': 135210}, {'name': 'MDX', 'size': 22125}, {'name': 'TypeScript', 'size': 20695}, {'name': 'JavaScript', 'size': 1924}, {'name': 'HTML', 'size': 309}]",6,"[{'name': 'bootstrap', 'stars': 80726}, {'name': 'admin-dashboard', 'stars': 131}, {'name': 'admin', 'stars': 79}, {'name': 'admin-template', 'stars': 66}, {'name': 'admin-panel', 'stars': 37}]",5,131967,2284,2782,AdminLTE - Free admin dashboard template based on Bootstrap 5,Astro,2013-12-25T02:52:40Z,2023-08-16T07:44:55Z,2498.0,MIT License,4,Other,True,ColorlibHQ/AdminLTE,,105
PlexPt,awesome-chatgpt-prompts-zh,42776,13033,309,False,False,[],0,"[{'name': 'chatgpt', 'stars': 5625}, {'name': 'chat-gpt', 'stars': 82}, {'name': 'chatgpt3', 'stars': 102}, {'name': 'chatgpt4', 'stars': 47}, {'name': 'gpt', 'stars': 153}]",5,39405,51,88,ChatGPT 中文调教指南。各种场景使用指南。学习怎么让它听你的话。,,2022-12-12T01:55:03Z,2023-08-08T04:36:57Z,160.0,MIT License,1,,True,PlexPt/awesome-chatgpt-prompts-zh,,24
sherlock-project,sherlock,42775,5228,1020,False,False,"[{'name': 'Python', 'size': 71235}, {'name': 'Dockerfile', 'size': 629}]",2,"[{'name': 'osint', 'stars': 720}, {'name': 'reconnaissance', 'stars': 194}, {'name': 'linux', 'stars': 106623}, {'name': 'macos', 'stars': 33710}, {'name': 'cli', 'stars': 50579}, {'name': 'sherlock', 'stars': 21}, {'name': 'python3', 'stars': 3647}, {'name': 'windows', 'stars': 34209}, {'name': 'redteam', 'stars': 325}, {'name': 'tools', 'stars': 180}]",14,16778,901,814,🔎 Hunt down social media accounts by username across social networks,Python,2018-12-24T14:30:48Z,2023-08-13T16:48:10Z,2097.0,MIT License,3,Contributor Covenant,True,sherlock-project/sherlock,,205
gogs,gogs,42772,4800,1030,False,False,"[{'name': 'Go', 'size': 1483943}, {'name': 'Less', 'size': 60542}, {'name': 'JavaScript', 'size': 47827}, {'name': 'Shell', 'size': 26317}, {'name': 'Batchfile', 'size': 932}, {'name': 'Dockerfile', 'size': 886}, {'name': 'Procfile', 'size': 33}]",7,"[{'name': 'gogs', 'stars': 5}, {'name': 'go', 'stars': 58453}, {'name': 'git', 'stars': 75615}, {'name': 'lsif-enabled', 'stars': 2}, {'name': 'docker', 'stars': 74043}, {'name': 'mysql', 'stars': 61814}, {'name': 'postgresql', 'stars': 30547}, {'name': 'raspberry-pi', 'stars': 44924}, {'name': 'self-hosted', 'stars': 555}, {'name': 'sqlite3', 'stars': 40}]",11,205721,2183,5014,Gogs is a painless self-hosted Git service,Go,2014-02-12T01:57:08Z,2023-08-16T19:07:55Z,5925.0,MIT License,2,,True,gogs/gogs,,413
karan,Projects,42713,10484,1871,False,False,[],0,[],0,1790,111,71,:page_with_curl: A list of practical projects that anyone can solve in any programming language.,,2013-07-04T13:37:27Z,2023-08-14T12:38:48Z,182.0,MIT License,1,,True,karan/Projects,,17
parcel-bundler,parcel,42600,2294,461,False,False,"[{'name': 'JavaScript', 'size': 3560811}, {'name': 'Rust', 'size': 481430}, {'name': 'HTML', 'size': 34746}, {'name': 'TypeScript', 'size': 24071}, {'name': 'CSS', 'size': 10502}, {'name': 'Vue', 'size': 3977}, {'name': 'SCSS', 'size': 1594}, {'name': 'Elm', 'size': 1362}, {'name': 'Less', 'size': 1141}, {'name': 'Pug', 'size': 1044}]",20,"[{'name': 'module-bundler', 'stars': 25}, {'name': 'build-tool', 'stars': 57}, {'name': 'javascript', 'stars': 163762}, {'name': 'css', 'stars': 96882}, {'name': 'html', 'stars': 107963}, {'name': 'assets', 'stars': 15}, {'name': 'web', 'stars': 1630}, {'name': 'compiler', 'stars': 31071}, {'name': 'commonjs', 'stars': 10}, {'name': 'es6', 'stars': 17777}]",11,39323,2877,5127,The zero configuration build tool for the web. 📦🚀,JavaScript,2017-08-07T16:36:47Z,2023-08-18T06:32:51Z,2979.0,MIT License,15,Contributor Covenant,True,parcel-bundler/parcel,,406
sharkdp,bat,42547,1125,204,False,False,"[{'name': 'Rust', 'size': 318382}, {'name': 'Python', 'size': 8850}, {'name': 'Shell', 'size': 3651}, {'name': 'Batchfile', 'size': 30}]",4,"[{'name': 'command-line', 'stars': 329}, {'name': 'tool', 'stars': 85}, {'name': 'syntax-highlighting', 'stars': 61}, {'name': 'git', 'stars': 75615}, {'name': 'terminal', 'stars': 42044}, {'name': 'cli', 'stars': 50579}, {'name': 'rust', 'stars': 36382}, {'name': 'hacktoberfest', 'stars': 26059}]",8,30740,1342,1244,A cat(1) clone with wings.,Rust,2018-04-21T10:52:23Z,2023-08-13T17:34:01Z,2648.0,Apache License 2.0,4,,True,sharkdp/bat,,326
jestjs,jest,42537,6429,558,False,False,"[{'name': 'TypeScript', 'size': 3341265}, {'name': 'JavaScript', 'size': 862768}, {'name': 'CSS', 'size': 25036}, {'name': 'Prolog', 'size': 3712}, {'name': 'Shell', 'size': 404}, {'name': 'Handlebars', 'size': 260}]",6,"[{'name': 'javascript', 'stars': 163762}, {'name': 'testing', 'stars': 13291}, {'name': 'painless-javascript-testing', 'stars': 2}, {'name': 'facebook', 'stars': 361}, {'name': 'immersive', 'stars': 4}, {'name': 'painless', 'stars': 1}, {'name': 'expectation', 'stars': 0}, {'name': 'easy', 'stars': 17}, {'name': 'snapshot', 'stars': 10}]",9,295315,6847,7476,Delightful JavaScript Testing.,TypeScript,2013-12-10T00:18:04Z,2023-08-18T07:19:18Z,6876.0,MIT License,7,Contributor Covenant,True,jestjs/jest,,430
babel,babel,42459,5713,818,False,False,"[{'name': 'TypeScript', 'size': 3138345}, {'name': 'JavaScript', 'size': 1361753}, {'name': 'Shell', 'size': 23848}, {'name': 'Prolog', 'size': 7979}, {'name': 'Makefile', 'size': 4480}, {'name': 'HTML', 'size': 3371}, {'name': 'Batchfile', 'size': 43}]",7,"[{'name': 'babel', 'stars': 21830}, {'name': 'javascript', 'stars': 163762}, {'name': 'ast', 'stars': 59}, {'name': 'compiler', 'stars': 31071}, {'name': 'flavortown', 'stars': 0}, {'name': 'es6', 'stars': 17777}, {'name': 'es2015', 'stars': 10}]",7,102191,6610,8565,🐠 Babel is a compiler for writing next generation JavaScript.,TypeScript,2014-09-28T13:38:23Z,2023-08-18T00:06:06Z,15940.0,MIT License,66,Contributor Covenant,True,babel/babel,,417
astaxie,build-web-application-with-golang,42250,10772,2405,False,False,"[{'name': 'Go', 'size': 372564}, {'name': 'Groovy', 'size': 37565}, {'name': 'Shell', 'size': 10842}, {'name': 'Python', 'size': 1238}]",4,[],0,38293,891,296,A golang ebook intro how to build a web with golang,Go,2012-08-02T11:49:35Z,2023-04-20T09:00:38Z,5178.0,"BSD 3-Clause ""New"" or ""Revised"" License",1,,True,astaxie/build-web-application-with-golang,,349
jgraph,drawio-desktop,42227,4461,511,False,False,"[{'name': 'JavaScript', 'size': 63850}, {'name': 'Shell', 'size': 2962}]",2,"[{'name': 'javascript-applications', 'stars': 24}, {'name': 'electron-app', 'stars': 102}, {'name': 'graphics', 'stars': 262}, {'name': 'diagram-editor', 'stars': 6}]",4,2365,31,1186,Official electron build of draw.io,JavaScript,2017-05-25T20:58:42Z,2023-08-11T06:16:52Z,667.0,Apache License 2.0,4,Other,True,jgraph/drawio-desktop,,14
nektos,act,42179,1053,154,False,False,"[{'name': 'Go', 'size': 653362}, {'name': 'Shell', 'size': 9886}, {'name': 'Makefile', 'size': 2317}, {'name': 'JavaScript', 'size': 304}]",4,"[{'name': 'github-actions', 'stars': 255}, {'name': 'golang', 'stars': 1856}, {'name': 'ci', 'stars': 90}, {'name': 'devops', 'stars': 1156}]",4,9143,900,944,Run your GitHub Actions locally 🚀,Go,2019-01-02T19:53:43Z,2023-08-17T17:06:57Z,980.0,MIT License,6,,True,nektos/act,,180
FiloSottile,mkcert,42153,2228,458,False,False,"[{'name': 'Go', 'size': 41331}]",1,"[{'name': 'https', 'stars': 425}, {'name': 'tls', 'stars': 27}, {'name': 'certificates', 'stars': 22}, {'name': 'local-development', 'stars': 16}, {'name': 'localhost', 'stars': 18}, {'name': 'root-ca', 'stars': 6}, {'name': 'macos', 'stars': 33710}, {'name': 'linux', 'stars': 106623}, {'name': 'windows', 'stars': 34209}, {'name': 'ios', 'stars': 40513}]",12,1844,137,325,A simple zero-config tool to make locally trusted development certificates with any names you'd like.,Go,2018-06-25T05:33:03Z,2023-08-07T07:50:51Z,164.0,"BSD 3-Clause ""New"" or ""Revised"" License",1,,True,FiloSottile/mkcert,,37
tiimgreen,github-cheat-sheet,42046,5298,1412,False,False,[],0,"[{'name': 'awesome', 'stars': 68077}, {'name': 'awesome-list', 'stars': 1706}, {'name': 'list', 'stars': 119}, {'name': 'github', 'stars': 1311}, {'name': 'git', 'stars': 75615}]",5,764,167,60,A list of cool features of Git and GitHub.,,2014-04-12T16:38:42Z,2022-11-24T12:10:24Z,506.0,MIT License,1,,True,tiimgreen/github-cheat-sheet,,76
iperov,DeepFaceLab,42016,9412,1082,False,False,"[{'name': 'Python', 'size': 901356}]",1,"[{'name': 'faceswap', 'stars': 95}, {'name': 'face-swap', 'stars': 69}, {'name': 'deep-learning', 'stars': 70567}, {'name': 'deeplearning', 'stars': 253}, {'name': 'deep-neural-networks', 'stars': 219}, {'name': 'deepfakes', 'stars': 114}, {'name': 'deepface', 'stars': 27}, {'name': 'deep-face-swap', 'stars': 10}, {'name': 'fakeapp', 'stars': 14}, {'name': 'neural-networks', 'stars': 224}]",15,848593,127,1321,DeepFaceLab is the leading software for creating deepfakes.,Python,2018-06-04T13:10:00Z,2023-06-24T17:40:40Z,1313.0,GNU General Public License v3.0,1,,True,iperov/DeepFaceLab,,19
typescript-cheatsheets,react,41939,3852,391,False,False,"[{'name': 'JavaScript', 'size': 20613}, {'name': 'CSS', 'size': 1207}, {'name': 'Shell', 'size': 69}]",3,"[{'name': 'typescript', 'stars': 39384}, {'name': 'cheatsheet', 'stars': 226}, {'name': 'react', 'stars': 95607}, {'name': 'guide', 'stars': 61}, {'name': 'hacktoberfest', 'stars': 26059}, {'name': 'hacktoberfest2022', 'stars': 273}]",6,3039,402,191,Cheatsheets for experienced React developers getting started with TypeScript,JavaScript,2018-06-02T04:08:16Z,2023-08-14T16:49:53Z,1011.0,MIT License,15,Other,True,typescript-cheatsheets/react,,179
square,retrofit,41910,7319,1587,False,False,"[{'name': 'Java', 'size': 1177675}, {'name': 'Kotlin', 'size': 22927}, {'name': 'HTML', 'size': 17636}, {'name': 'CSS', 'size': 3692}, {'name': 'Shell', 'size': 686}]",5,"[{'name': 'java', 'stars': 147835}, {'name': 'android', 'stars': 139799}]",2,5911,1208,2647,A type-safe HTTP client for Android and the JVM,Java,2010-09-06T21:39:43Z,2023-08-17T09:15:42Z,2076.0,Apache License 2.0,42,,True,square/retrofit,,158
justjavac,awesome-wechat-weapp,41838,8508,1902,False,False,[],0,"[{'name': 'wechat-weapp', 'stars': 4}, {'name': 'wxapp', 'stars': 17}, {'name': 'weapp-demo', 'stars': 4}, {'name': 'wechat', 'stars': 140}, {'name': 'wepy', 'stars': 4}, {'name': 'wxml', 'stars': 6}, {'name': 'demo', 'stars': 25}, {'name': 'miniprogram', 'stars': 56}, {'name': 'minapp', 'stars': 3}]",9,844,303,0,微信小程序开发资源汇总 :100:,,2016-09-22T20:04:48Z,2023-05-06T00:49:46Z,602.0,GNU General Public License v3.0,1,,True,justjavac/awesome-wechat-weapp,,178
